
912919064045146112,@dianarosxs hola diana eso es un muro es una losa? para cualquiera de los dos casos revisa que del otro lado no apa… https://t.co/k5mcp356aw,arqcastanos,0,6,2017-09-27 05:57:20
912893265799794688,"sigue el desarrollo del bot @revisamigrieta, vamos a cambiar la interacción en @twitter para cumplir con términos:
 
https://t.co/z7yik31jth",noe_dgz,1,9,2017-09-27 04:14:49
912867575649804288,@liizeth_olivo @revisamigrieta hola lizeth esta es la única grieta que hay en la columna? revisa si hay más ¿de cua… https://t.co/y7g7lo23gv,arqcastanos,0,6,2017-09-27 02:32:44
912809479904804866,@rafaelpolancos si tienes oportunidad revisa que la grieta no este por fuera en la losa saludos https://t.co/0wbnnbjlnq,arqcastanos,0,9,2017-09-26 22:41:53
912775893189382145,"intenté explicar auncliente gringo lo d ""revisa mi grieta punto com"" y en cuanto lo dije en inglés ya pensó q lo albureaba... #checkmycrack",Showbeast,2,6,2017-09-26 20:28:26
912700504706183169,@sientocaer @laromadf revisa que donde estaba el aplanado que retirarse de la grieta esta no continúe a la trabe. s… https://t.co/nky3dglpa7,arqcastanos,0,16,2017-09-26 15:28:52
912696359131549696,hablamos con un par de arquitectos para preguntarles cómo revisar si una grieta es grave https://t.co/nn4l0gxd1m vía @buzzfeed,PhillipSuarez,0,6,2017-09-26 15:12:23
912544732491825152,"@adn40mx repitan la cápsula ""revisa mi grieta"" por favor",adaely8,0,6,2017-09-26 05:09:53
912528943957278720,ese ht de revisa mi grieta antes q pesar en el sismo me hace pensar en otra cosa 🙈,esposapsicopata,0,12,2017-09-26 04:07:08
912511758543343616,"@daniela_mxdf tomé tu twitter de revisa mi grieta, disculpa la molestia",ElizaOsorio08,0,12,2017-09-26 02:58:51
912477045975801857,revisa mi grieta... 😉😉 https://t.co/aey8tzwrhj,DidiDelAngel,0,6,2017-09-26 00:40:55
912449212716953600,hablamos con un par de arquitectos para preguntarles cómo revisar si una grieta es grave https://t.co/cxzlchzxar,MedelOliver,0,6,2017-09-25 22:50:19
912429390390112256,"@miguelrojano80 revisa si es la única habitación en el edificio que presenta este tipo de grieta, y si exteriormente se presenta",MoisesD62996722,0,12,2017-09-25 21:31:33
912424025959174144,"@y3liana @spccdmx quita en acabado a los extremos y revisa que no pase la grieta ni a trabe, columna o al otro lado del muro, pedir rev.",MoisesD62996722,0,16,2017-09-25 21:10:14
912410587853975555,"@fanfutbolmx @spccdmx @civoficial si se ve por ambos lados la grieta, si es falla estructural. revisa si en otra pa… https://t.co/3hkzgwwjpm",AntonioJVega33,0,12,2017-09-25 20:16:50
912403203660091393,@isra5431709 @marcolopezsilva sólo revisa si la grieta se ve en los dos lados del muro y si no hay más grietas en l… https://t.co/q7xxbf1wit,EduardoRuizCama,0,9,2017-09-25 19:47:30
912401910040338432,@abr_kesia @davidgzzv entonces revisa si la grieta no está en la parte de arriba y si sólo fue daño en acabado no hay riesgo,EduardoRuizCama,0,9,2017-09-25 19:42:21
912370718494593026,revisa mi grieta emocional,birdsinmymouth,6,6,2017-09-25 17:38:24
912299109247307776,@abr_kesia @davidgzzv parece que sólo se agrieto el acabado el la.losa es por los traga luz revisa si la grieta se… https://t.co/q3gocwfq4b,EduardoRuizCama,0,9,2017-09-25 12:53:51
912298357648973825,@luferpad parece que sólo está dañado el acabado por favor revisa si la grieta se ve del otro lado del muro y si co… https://t.co/gxdqgfxfdf,EduardoRuizCama,0,9,2017-09-25 12:50:52
912145542347665409,@gmmarcoantonio #revisa mi grieta https://t.co/aazygm93lb,Coni39671469,0,6,2017-09-25 02:43:38
912144623107153920,@kamideny @revisamigrieta @haaguilar @pcsegob revisa que esa grieta no se extienda a losa o trabe que sostiene el m… https://t.co/5jecg05jiq,MoisesD62996722,0,9,2017-09-25 02:39:59
912131343756042242,@elsombrerudo_ foto1 observar que no se extienda foto2 necesito mas datos no parece de cuidado foto3 revisa la colu… https://t.co/m3vqra5lff,arqcastanos,0,9,2017-09-25 01:47:13
912116473941786625,"señal de que voy recuperando mi mente cochambrosa es que me muero de risa cada que leo ""¿perdiste tu peludo?"" o ""revisa mi grieta""",Alletta,1,9,2017-09-25 00:48:08
912094327458934785,"🇲🇽 #méxicotequiero

""grieta en la estructura tras la inspección, ¿pero quién revisa el corazón?""

✍ @elfrancodelfut: https://t.co/3ehwivwhcj",record_mexico,12,9,2017-09-24 23:20:08
912051462888452098,@fankoreajapan @spccdmx retira el acabado en la columna y revisa que la grieta no esté en la misma si hay grieta ab… https://t.co/kjnjgsu2ot,EduardoRuizCama,0,16,2017-09-24 20:29:48
912023246358351873,@martismarquez revisa que la grieta no continúe en alguna esquina piso o techo para ver si toca algún elemento estructural,EduardoRuizCama,0,12,2017-09-24 18:37:41
912007504300838912,"si tienes una grieta en las paredes de tu casa, revisa en esta guía si es de cuidado https://t.co/pwdclrw8e4",TecReview,1,9,2017-09-24 17:35:07
912002084349898752,@nathaz13 @lunaticohughes se ve como si fuera de acabado revisa por dentro en la que la grieta no toca el castillo para descartar riesgo,EduardoRuizCama,0,9,2017-09-24 17:13:35
911975430554603520,revisa tu grieta https://t.co/txvivddoxs @en_ladelvalle @la_portales @_narvarte #delegaciónbenitojuárez #albercaolímpica,RubyAricel,0,9,2017-09-24 15:27:40
911822710786940928,ese hashtag q sugieren de revisa mi grieta jajaa no más exponen uno a albur,la_buru,0,6,2017-09-24 05:20:49
911786090377379840,@jose8airvone1 parece de acabados pero si estás en 2ndo piso revisa si la grieta atraviesa planta baja y manda foto para asegurar,ingenua_ilusion,0,6,2017-09-24 02:55:18
911765921471090688,#revisa mi grieta me podrían ayudar con el cuarto de mi mamá que se cuarteo con los temblores por favor,Papirri93699908,0,12,2017-09-24 01:35:10
911669840582205442,"rt xanathlastiri: depende la grieta es el tipo del riesgo, checa aquí y revisa tu hogar.
https://t.co/gmdbnrwn3m",TuitDato,0,9,2017-09-23 19:13:22
911656618521133059,"depende la grieta es el tipo del riesgo, checa aquí y revisa tu hogar.
https://t.co/ul76zwegqr",XanathLastiri,15,9,2017-09-23 18:20:50
911649024566075394,@brazuca_11 revisa la profundidad de esta ya que se los conoce como grieta de escalera y puede dañar y colapsar al muro,Adrian_gbl,0,9,2017-09-23 17:50:39
911641769560780800,@thabatacarrillo si se puede revisa el exterior y si hay grieta quita el aplanado para ver profundidad de grieta,Arquitecta_,0,9,2017-09-23 17:21:50
911634247886270464,#revisatugrieta ¿me podrían orientar respecto a ésta grieta? todavía no lo revisa protección civil https://t.co/a0gv4zpm7r,Gabriela14250,0,6,2017-09-23 16:51:56
911627278148411398,@ana7814 al parecer la grieta en la trabe es por la flexión a la que fue sometida por cargas más pisos revisa si no… https://t.co/f6f6wdc6uv,EduardoRuizCama,0,6,2017-09-23 16:24:14
911611227239010309,#revisa mi grieta,juliagiselaurb4,0,6,2017-09-23 15:20:28
911593070910595072,@csancheznieto no estaba seguro de si era albur o era serio eso de revisa mi grieta! 😬,arquimedesreyes,0,6,2017-09-23 14:08:19
911584938318860288,"@imaginecolours revisa la grieta, que no esté más grande o madreada.",thesmallestboy,0,6,2017-09-23 13:36:00
911456385077977088,"@ppalaciosb @fooonts si, revisa sin el enjarre, si la grieta continúa como es en techo y se extiende puedes apuntalar con barrotes por pre",MoisesD62996722,0,15,2017-09-23 05:05:10
911445690311598080,"@poshpeoplemx revisa que la grieta no atraviese columnas, si es grieta solo en el muro,puede repararse.",karlibilin,0,9,2017-09-23 04:22:41
911442409380368385,"@ipanemagirlbing @cocainelol no te preocupes, de lo que alcanzo a ver no parece daño severo. revisa cada 4-6 hrs qu… https://t.co/w7rts4fwig",boythatdiedwolf,0,9,2017-09-23 04:09:38
911441318206955520,@yopecadora *les revisa la grieta * 😅😅😅😄😄😄,juanelacubanela,0,6,2017-09-23 04:05:18
911438090966794240,@foro_tv  @manceramiguelmx errors de revision u omisiones del anterior sismo fueron causa de desastre hoy. revisa grieta x grieta. aprovecha,oklathunder66,0,12,2017-09-23 03:52:29
911438005482684418,"veñ y revisa la grieta de mi alma que dejó aquella perra, #fridarescatista bonita.",dianareyes661,0,15,2017-09-23 03:52:08
911434827857047554,"veñ y revisa la grieta de mi alma que dejó aquella perra, #fridarescatista bonita. https://t.co/pdclilvdib",Anacroniic,0,15,2017-09-23 03:39:31
911431505741701121,@coyotezombi @c5_cdmx @spccdmx arriba de la ventana si es trabe ojo esa grieta en las dos primeras fotos aparece po… https://t.co/hdj8wvnaap,arqcastanos,0,6,2017-09-23 03:26:19
911430016759664640,@bvlxp revisa mi grieta.,Lvissxz,2,6,2017-09-23 03:20:24
911425961803042816,@hcivonne retira el yeso en donde está la grieta y si la grieta está en la trabe si hay daño estructural revisa si la profundidad,EduardoRuizCama,0,12,2017-09-23 03:04:17
911422938808815619,si tu edificio sufrió daños revisa qué tipo de grieta tiene puede salvar tu vida  @spccdmx https://t.co/xzdhmgvqe9,changlottas,0,20,2017-09-23 02:52:16
911401436612845568,"@jorore90 amigo no se ve daño estructural, es una grieta de bajo riesgo, solo revisa que no traspase el muro",daphCG,0,12,2017-09-23 01:26:50
911391203677089793,@c_v314 revisa mi grieta. https://t.co/rvimtsdvxo,TheNoronaShow,0,6,2017-09-23 00:46:10
911385291113381889,"@malditasummer oh guapo israelí 
ven y revisa la grieta que está atrás de mí 

(no fui yo me lo robé) 😂",iDannyBell,0,9,2017-09-23 00:22:40
911333551286767616,"@gleserdaniel para ver si la grieta penetra en la estructura de la escalera. también revisa en columnas, trabes, ce… https://t.co/k6jhkep96n",Takata_Chan_Jr,0,9,2017-09-22 20:57:05
911320967120551941,"@la_brends @ramonsandoval14 revisa si la misma grieta atraviesa columnas o castillos, trabe o cerramiento de puerta… https://t.co/x8sn09wgum",Takata_Chan_Jr,0,6,2017-09-22 20:07:04
911313793640255488,@supsbendj2017 en mi opinión no representa un daño alarmante revisa periódicamente que no se abra más la grieta y h… https://t.co/dhokm2befs,Diego_Morrill,0,9,2017-09-22 19:38:34
911308154289426439,@luismorenoher grieta por falta de confinamiento de claro de ventana revisa que no llegue a alguna trabe si llega q… https://t.co/xkjbqlloqx,EduardoRuizCama,0,6,2017-09-22 19:16:09
911307838236102656,@jerryrdzzz sólo revisa que la grieta no crezca y no aparezca en alguna trabe o columna,EduardoRuizCama,0,6,2017-09-22 19:14:54
911286937578872832,@doctorconejo dímelo a mi con el revisa mi grieta.,PaulinaEne,0,9,2017-09-22 17:51:51
911283275745898497,"@ruleiro @omarmellado protección civil: (55)56832222
emergencias: 911
locatel: (55)56581111
tw @salvatucasamx 
o co… https://t.co/ydmwe2megl",maria2veces,1,6,2017-09-22 17:37:18
911279020632768512,"@tixi_tixtix lo mismo quiero y me siento igual eso de ""revisa mi grieta"" creo que ya está de más puesto que ya se e… https://t.co/xza1dtavip",IvetteRito,0,6,2017-09-22 17:20:23
911276791146221568,"no tío lucio, no quiero jugar a que usted es arquitecto y me revisa la grieta, ese juego no me gusta.",arrobagrillo,0,6,2017-09-22 17:11:32
911275329167265792,#revisa mi grieta https://t.co/i0h7ezpalk,luis_tokita,0,6,2017-09-22 17:05:43
911274679507275776,#revisa mi grieta https://t.co/vc6uccvmfp,luis_tokita,0,6,2017-09-22 17:03:08
911271462094331906,"@gabuchitalatina revisa si esta colgada la losa, si se ve pandeada como la imagen, y si puedes mide el ancho de la… https://t.co/htrzhjmf7v",DanaArmas,0,6,2017-09-22 16:50:21
911267343883542528,"@pandi_can la grieta si es muy grande y ya daño mucho al muro, revisa si la grieta sigue por el piso o techo o alguna esquina",EduardoRuizCama,0,15,2017-09-22 16:33:59
911265547458875392,revisa la grieta de mi corazón,AxxCorLanG,0,6,2017-09-22 16:26:51
911264566117531650,@morechaps no pare tener daño estructural en la columna sólo de aplanado revisa si la grieta se ve en la losa o tra… https://t.co/0plwoevwzu,EduardoRuizCama,0,9,2017-09-22 16:22:57
911219089032478720,"#revisa mi grieta me podrían ayudar? así está mi depa, en narvarte https://t.co/lfswfcfesa",MahzVe,0,9,2017-09-22 13:22:15
911209233378619393,@thepekque197824 parece de aplanado. no se ve cuidado. revisa si el muro no presenta grieta o si tienes en algún otro lado.,ArbouL,0,9,2017-09-22 12:43:05
911208857711636481,@luisitomx revisa esta grieta... en mi corazón &lt;/3,jflp_,0,6,2017-09-22 12:41:35
911161427418681345,"el desarrollo para el bot de @revisamigrieta está en 

https://t.co/zewmrtoxjs",noe_dgz,4,9,2017-09-22 09:33:07
911101927965966341,@xiopooh revisa el piso inferior si continúa la grieta y si presentas más en trabes y columnas,Arquitecta_,0,9,2017-09-22 05:36:41
911099067916214272,@soholuci revisa si es solo el aplanado o la grieta esta también del otro lado del muro? atraviesa y rompe algún castillo?,Perse0_,0,9,2017-09-22 05:25:19
911094446611206144,"vi un # que decía revisa mi grieta y no pude evitar mirar para abajo, perdón 😅",APrietoCaro,0,6,2017-09-22 05:06:58
911091692903657472,"@ximenaf49094193 revisa columnas, trabes y losas en busca de mas grietas, intenta remover el acabado para ver la profunidad de grieta.",SergioFrancopr,0,9,2017-09-22 04:56:01
911085347118780416,@cuau69 es de riesgo leve la grieta. el tabique esta fracturado revisa trabes y columnas. saludos,arqcastanos,0,9,2017-09-22 04:30:48
911072153159831553,@feki369 que es eso de revisa mi grieta?,rudigerescobar,0,6,2017-09-22 03:38:22
911070386468528130,@hazayagarcia no es daño estructural pero revisa si la grieta traspasa la viga,Ing_eduardolag,0,9,2017-09-22 03:31:21
911059678075002880,"@mario_tonitou al parecer es una grieta en el acabado exterior unicamente, revisa columnas,vigas en busca de fisura… https://t.co/unllxivjj9",SergioFrancopr,0,9,2017-09-22 02:48:48
911054917124603904,"@ramonmota67 hola ramón, por favor revisa si la grieta de la losa atraveso completamente el espesor.",karlibilin,0,9,2017-09-22 02:29:53
911054861558583296,alguien sabe si aun sirve lo de revisa mi grieta o donde puedo mandar una foto de una?,sammy_189,0,6,2017-09-22 02:29:40
911052078432215041,"@ro_goros hola!, revisa que la grieta no pase a las columnas.",karlibilin,0,6,2017-09-22 02:18:36
911050189993103361,"@latortuguitadri @marthadebayle grieta profunda, revisa estructura completa  ( losas+ columnas) el muro debe reemplazarse.",WyJimenez,0,9,2017-09-22 02:11:06
911047580745895936,"revisa mi grieta, paro.",jess_lob,0,6,2017-09-22 02:00:44
911047140868280321,@clau_carranza06 parece ser mas una grieta superficial revisa q no toque elemantos como trabes y columnas,Koing98,0,9,2017-09-22 01:58:59
911036110704447488,revisa  mi grieta https://t.co/dki9ymsoha,Roco58212372,0,6,2017-09-22 01:15:09
911025471793573888,"@cord_emeli @takata_chan_jr @gmmarcoantonio revisa ben tu muro, si parece embarazado o sigue creciendo la grieta mejor reportalo",Como_Mexicano,0,9,2017-09-22 00:32:53
911024366959431680,#revisa mi grieta.  hola me pueden decir si es de cuidado.  quedó agradecida https://t.co/zzhebf0fxt,saka1625,0,6,2017-09-22 00:28:29
911018433491406848,"@cas_ette revisa el piso de arriba para ver si no empezó ahí la grieta, también cada ciertas horas a ver si no crece",Como_Mexicano,0,9,2017-09-22 00:04:55
911014836447924224,"hola @joisley por favor revisa mi grieta, departamento en tlatelolco piso 13 #revisamigrieta https://t.co/klvq6w0j4b",Kaltkaffe,1,9,2017-09-21 23:50:37
911008580291170305,"¡revisa tu #vivienda!, si detectas alguna grieta es necesario desalojar y llamar a @spccdmx #fuerzamexico… https://t.co/gwvfnq6k0m",canadevi,4,16,2017-09-21 23:25:45
